workspace_id,project_id,sdk_key,event_id,event_type,event_version,event_time,sent_at,anonymous_id,session_id,user_id,page_url,referrer_url,page_title,page_type,device_type,os_name,browser_name,viewport_width,viewport_height,country,language,promotion_id,promotion_name,campaign_id,campaign_name,placement,creative_id,creative_type,position_index,click_target_url,click_x,click_y,product_id,product_name,category_id,category_name,quantity,unit_price,currency,source_promotion_id,source_campaign_id
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000001,page_view,1,2026-04-10T10:03:00Z,2026-04-10T10:03:01Z,anon_001,sess_001,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000002,promotion_view,1,2026-04-10T10:03:05Z,2026-04-10T10:03:06Z,anon_001,sess_001,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_003,첫 구매 쿠폰 프로모션,camp_cp_002,신규 회원 혜택전,category_banner,creative_cp_003,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000003,promotion_click,1,2026-04-10T10:03:10Z,2026-04-10T10:03:11Z,anon_001,sess_001,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_003,첫 구매 쿠폰 프로모션,camp_cp_002,신규 회원 혜택전,category_banner,creative_cp_003,image,1,/상품/prod_cp_102,115,46,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000004,product_view,1,2026-04-10T10:03:18Z,2026-04-10T10:03:19Z,anon_001,sess_001,,/상품/prod_cp_102,/프로모션/promo_cp_003,상품상세,product_detail,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,prod_cp_102,남성 베이직 셔츠,cat_top,상의,,,,promo_cp_003,camp_cp_002
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000005,add_to_cart,1,2026-04-10T10:03:30Z,2026-04-10T10:03:31Z,anon_001,sess_001,,/상품/prod_cp_102,/프로모션/promo_cp_003,상품상세,product_detail,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,prod_cp_102,남성 베이직 셔츠,cat_top,상의,1,27900,KRW,promo_cp_003,camp_cp_002
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000006,page_view,1,2026-04-10T10:06:00Z,2026-04-10T10:06:01Z,anon_002,sess_002,,/,,메인,home,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000007,promotion_view,1,2026-04-10T10:06:05Z,2026-04-10T10:06:06Z,anon_002,sess_002,,/,,메인,home,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_002,로켓배송 무료반품 안내 배너,camp_cp_001,봄 패션 특가전,top_banner,creative_cp_002,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000008,promotion_view,1,2026-04-10T10:06:07Z,2026-04-10T10:06:08Z,anon_002,sess_002,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,2,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000009,promotion_click,1,2026-04-10T10:06:10Z,2026-04-10T10:06:11Z,anon_002,sess_002,,/,,메인,home,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_002,로켓배송 무료반품 안내 배너,camp_cp_001,봄 패션 특가전,top_banner,creative_cp_002,image,1,/상품/prod_cp_101,139,149,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000010,product_view,1,2026-04-10T10:06:18Z,2026-04-10T10:06:19Z,anon_002,sess_002,,/상품/prod_cp_101,/프로모션/promo_cp_002,상품상세,product_detail,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,prod_cp_101,여성 데일리 스니커즈,cat_shoes,신발,,,,promo_cp_002,camp_cp_001
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000011,page_view,1,2026-04-10T10:09:00Z,2026-04-10T10:09:01Z,anon_003,sess_003,,/패션,/기획전,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000012,promotion_view,1,2026-04-10T10:09:05Z,2026-04-10T10:09:06Z,anon_003,sess_003,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000013,promotion_view,1,2026-04-10T10:09:07Z,2026-04-10T10:09:08Z,anon_003,sess_003,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_003,첫 구매 쿠폰 프로모션,camp_cp_002,신규 회원 혜택전,category_banner,creative_cp_003,image,2,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000014,promotion_click,1,2026-04-10T10:09:10Z,2026-04-10T10:09:11Z,anon_003,sess_003,,/패션,,카테고리,category,mobile,Android,Chrome,412,915,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,/상품/prod_cp_103,136,134,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000015,product_view,1,2026-04-10T10:09:18Z,2026-04-10T10:09:19Z,anon_003,sess_003,,/상품/prod_cp_103,/프로모션/promo_cp_001,상품상세,product_detail,mobile,Android,Chrome,412,915,KR,ko-KR,,,,,,,,,,,,prod_cp_103,경량 바람막이 점퍼,cat_outer,아우터,,,,promo_cp_001,camp_cp_001
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000016,page_view,1,2026-04-10T10:12:00Z,2026-04-10T10:12:01Z,anon_004,sess_004,,/패션,/기획전,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000017,promotion_view,1,2026-04-10T10:12:05Z,2026-04-10T10:12:06Z,anon_004,sess_004,,/패션,,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000018,promotion_click,1,2026-04-10T10:12:10Z,2026-04-10T10:12:11Z,anon_004,sess_004,,/패션,,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,/상품/prod_cp_103,151,59,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000019,product_view,1,2026-04-10T10:12:18Z,2026-04-10T10:12:19Z,anon_004,sess_004,,/상품/prod_cp_103,/프로모션/promo_cp_001,상품상세,product_detail,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,prod_cp_103,경량 바람막이 점퍼,cat_outer,아우터,,,,promo_cp_001,camp_cp_001
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000020,add_to_cart,1,2026-04-10T10:12:30Z,2026-04-10T10:12:31Z,anon_004,sess_004,,/상품/prod_cp_103,/프로모션/promo_cp_001,상품상세,product_detail,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,prod_cp_103,경량 바람막이 점퍼,cat_outer,아우터,1,54900,KRW,promo_cp_001,camp_cp_001
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000021,page_view,1,2026-04-10T10:15:00Z,2026-04-10T10:15:01Z,anon_005,sess_005,,/패션,,카테고리,category,mobile,iOS,Safari,390,844,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000022,promotion_view,1,2026-04-10T10:15:05Z,2026-04-10T10:15:06Z,anon_005,sess_005,,/패션,,카테고리,category,mobile,iOS,Safari,390,844,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000023,promotion_click,1,2026-04-10T10:15:10Z,2026-04-10T10:15:11Z,anon_005,sess_005,,/패션,,카테고리,category,mobile,iOS,Safari,390,844,KR,ko-KR,promo_cp_001,오늘의 패션 특가 배너,camp_cp_001,봄 패션 특가전,main_hero,creative_cp_001,image,1,/상품/prod_cp_101,171,108,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000024,page_view,1,2026-04-10T10:18:00Z,2026-04-10T10:18:01Z,anon_006,sess_006,,/패션,/기획전,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000025,promotion_view,1,2026-04-10T10:18:05Z,2026-04-10T10:18:06Z,anon_006,sess_006,,/패션,,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,promo_cp_003,첫 구매 쿠폰 프로모션,camp_cp_002,신규 회원 혜택전,category_banner,creative_cp_003,image,1,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000026,promotion_click,1,2026-04-10T10:18:10Z,2026-04-10T10:18:11Z,anon_006,sess_006,,/패션,,카테고리,category,desktop,Windows,Chrome,1440,900,KR,ko-KR,promo_cp_003,첫 구매 쿠폰 프로모션,camp_cp_002,신규 회원 혜택전,category_banner,creative_cp_003,image,1,/상품/prod_cp_102,176,40,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000027,product_view,1,2026-04-10T10:18:18Z,2026-04-10T10:18:19Z,anon_006,sess_006,,/상품/prod_cp_102,/프로모션/promo_cp_003,상품상세,product_detail,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,prod_cp_102,남성 베이직 셔츠,cat_top,상의,,,,promo_cp_003,camp_cp_002
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000028,add_to_cart,1,2026-04-10T10:18:30Z,2026-04-10T10:18:31Z,anon_006,sess_006,,/상품/prod_cp_102,/프로모션/promo_cp_003,상품상세,product_detail,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,prod_cp_102,남성 베이직 셔츠,cat_top,상의,1,27900,KRW,promo_cp_003,camp_cp_002
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000029,page_view,1,2026-04-10T10:21:00Z,2026-04-10T10:21:01Z,anon_007,sess_007,,/,,메인,home,desktop,Windows,Chrome,1440,900,KR,ko-KR,,,,,,,,,,,,,,,,,,,,
ws_coupang,proj_coupang_fashion,clk_live_cp001,evt_000030,promotion_view,1,2026-04-10T10:21:05Z,2026-04-10T10:21:06Z,anon_007,sess_007,,/,,메인,home,desktop,Windows,Chrome,1440,900,KR,ko-KR,promo_cp_002,로켓배송 무료반품 안내 배너,camp_cp_001,봄 패션 특가전,top_banner,creative_cp_002,image,1,,,,,,,,,,,,
